video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
v=MAzDJY-c7Qg,32 CRAZY YET EASY IDEAS EVERYONE WILL FIND USEFUL,730,1020,9818088,49,9,0,8,0,1,5.444444444444445,1,1,0.0444444444444444
v=1Nxo-HS6Mvo,25 CRAZY FOOD HACKS,730,1080,374237,19,4,0,3,0,0,4.75,1,1,-0.6
v=aFkyTVTejDQ,33 HACKS WITH COCA-COLA,730,629,616913,23,4,1,3,0,1,5.75,1,1,0.0
v=gdNcRfbe230,37 AWESOME HACKS THAT WILL CHANGE YOUR LIFE,730,1020,7599667,43,8,0,7,0,3,5.375,1,1,1.0
v=1Ii_OQNxn4g,27 DIY JEWELRY IDEAS TO LOOK BOMB IN A BUDGET,730,809,2092677,45,10,0,9,0,3,4.5,1,1,0.0
v=Bd_9hhoX5PU,36 HOUSE CLEANING TIPS THAT MAKE OUR LIFE WAY EASIER,730,900,5538369,52,10,0,9,0,2,5.2,1,1,0.0
v=McLFQ8sXylA,15 AWESOME BALLOON TRICKS,730,467,568793,25,4,0,3,0,0,6.25,1,1,1.0
v=SNewlp1Vz58,29 LIFE HACKS FOR UNFORESEEN SITUATIONS,730,1140,15832884,39,6,0,5,0,1,6.5,1,1,0.0
v=U8_suNp4PPU,29 USEFUL HACKS THAT YOU WILL LOVE,730,900,506787,34,7,0,6,0,3,4.857142857142857,1,1,0.4
v=paNmx9xhq_s,28 CRAZY LIFE HACKS THAT ACTUALLY WORK,730,900,1469522,38,7,0,6,0,1,5.428571428571429,1,1,-0.3
v=01rON5qqlPI,37 EVERYDAY PROBLEMS EVERY GIRL CAN RELATE TO,730,846,8414176,45,8,0,7,0,2,5.625,1,1,-0.2
v=s8syL0AmLD0,24 UNBELIEVABLE MANICURE IDEAS,730,617,1111540,30,4,0,3,0,0,7.5,1,1,-0.25
v=kwO1xFA6BN4,20 USEFUL LIFE HACKS FOR YOUR BODY,730,960,211769,34,7,0,6,0,2,4.857142857142857,1,1,0.3
v=LHC0K83kMBQ,31 BEAUTY HACKS TO MAKE YOU A STAR,730,960,30277714,34,8,0,7,0,3,4.25,1,1,0.0
v=4L1_eVKxPp0,23 CRAZY HACKS THAT WILL SURPRISE YOU,730,1080,6395243,37,7,0,6,0,3,5.285714285714286,1,1,-0.6
v=BBzGTm_cvcA,27 MAKEUP HACKS YOU'D WISH YOU'D KNOWN EARLIER,730,1200,481518,46,8,2,7,0,2,5.75,1,1,0.0
v=yy3u4db54fU,25 USEFUL HAIR HACKS,730,960,1179032,20,4,0,3,0,0,5.0,1,1,0.3
v=H0Juwabsqow,25 EXTRAORDINARY HACKS THAT WILL MAKE YOU SAY WOW,730,818,2246895,49,9,0,8,0,3,5.444444444444445,1,1,0.2166666666666666
v=uasBhIHh0YU,31 AMAZING AND QUICK BEAUTY TRICKS,730,900,3614478,34,6,0,5,0,1,5.666666666666667,1,1,0.4666666666666667
v=0XxUB9qkvIA,25 CRAZY BEAUTY HACKS THAT ARE SURPRISINGLY EFFECTIVE,730,900,640642,53,8,0,7,0,2,6.625,1,1,0.0
v=oz4mC8HXakE,25 CLEANING HACKS TO SPEED UP YOUR ROUTINE,730,737,18638710,42,8,0,7,0,3,5.25,1,1,0.0
v=V5Q3-SVQ1z0,25 SMART KITCHEN HACKS THAT WILL MAKE YOUR LIFE EASIER,730,762,389782,54,10,0,9,0,3,5.4,1,1,0.2142857142857142
v=1a-8zdtFqd8,26 CLEVER LIFE HACKS FOR ANY OCCASION,730,1020,1513275,37,7,0,6,0,2,5.285714285714286,1,1,0.1666666666666666
v=lYD9PVIHSPI,IMPROVE YOUR DRAWING SKILLS WITH THESE 16 TIPS,730,1140,1088745,46,8,0,7,0,3,5.75,1,0,0.0
v=pnBFuKGgNJ0,24 COOL EVERYDAY HACKS,730,900,8337899,22,4,0,3,0,0,5.5,1,1,0.0749999999999999
v=jqaUcIk-Maw,33 LIFE-CHANGING HACKS,730,960,989781,22,3,1,2,0,0,7.333333333333333,1,1,0.0
v=8Fauk_-MuQs,ARE YOU FED UP? 35 HACKS TO MAKE YOUR LIFE EASIER,730,1320,436027,49,11,1,10,0,4,4.454545454545454,1,0,0.0
v=19hNo_EEnt4,33 AMAZING COCA COLA LIFE HACKS,730,648,668803,31,6,0,5,0,0,5.166666666666667,1,1,0.6000000000000001
v=ULQEHlRrn2c,24 SIMPLE BUT SWEET FOOD HACKS,730,1380,2662761,30,6,0,5,0,1,5.0,1,1,0.175
v=2A8f5teXzG0,99 SPLENDID BEAUTY HACKS LIVE,730,4500,2504097,29,5,0,4,0,0,5.8,1,1,0.4848484848484848
v=zxQaYrcjwSc,22 EXTRAORDINARY LIFE HACKS YOU SHOULD TRY RIGHT NOW,730,844,515973,52,9,0,8,0,3,5.777777777777778,1,1,0.3095238095238095
v=2Prgt_n2mH0,25 HACKS THAT WILL SURPRISE YOU,730,900,677351,31,6,0,5,0,3,5.166666666666667,1,1,0.0
v=qcXyRRsWpd0,25 AWESOME LIFE HACKS FOR YOUR FAVORITE FOOD,730,1200,3551689,44,8,0,7,0,2,5.5,1,1,0.75
v=5G0p3HF5kDA,CAN YOU BELIEVE THIS IS NOT MAGIC?,730,882,875446,34,7,1,7,0,5,4.857142857142857,0,0,-0.25
v=jo0ZmgGuNcc,32 BRILLIANT CLOTHING HACKS,730,960,14585690,27,4,0,3,0,0,6.75,1,1,0.9
v=ug25XWXrBcY,26 EXCELLENT HACKS EVERY MAN WILL FIND USEFUL,730,1020,443731,45,8,0,7,0,1,5.625,1,1,0.65
v=DBP6sJ-T-lU,34 GENIUS RECYCLING HACKS FROM THINGS YOU HAVE AT HOME,730,1200,3440380,54,10,0,9,0,4,5.4,1,1,0.0
v=9CYQMU5Z9Zs,21 USEFUL SPONGE LIFE HACKS,730,436,425200,27,5,0,4,0,0,5.4,1,1,0.3
v=QagHy-5Jvuc,27 GENIUS HACKS FOR WINTER,730,1140,4357531,26,5,0,4,0,1,5.2,1,1,0.0
v=V9BITIuc4k8,21 PRETTY PAPER FLOWERS,730,1140,909635,23,4,0,3,0,0,5.75,1,1,0.25
v=jjIft-Ne8qo,22 AWESOME CRAFTS,730,1320,4632381,17,3,0,2,0,0,5.666666666666667,1,1,1.0
v=zbmsmH__WYg,26 THINGS YOU KEEP DOING WRONG,730,900,5128163,30,6,0,5,0,2,5.0,1,1,-0.5
v=V0NXPqzGas8,16 AWESOME DRAWING TRICKS,730,1200,10717280,25,4,0,3,0,0,6.25,1,1,1.0
v=XFUbXV90PMk,31 COOKING HACKS THAT WILL SURPRISE YOU,730,1140,8585425,39,7,0,6,0,3,5.571428571428571,1,1,0.0
v=4IgXrUystzs,30 BRILLIANT HAIR HACKS THAT’LL MAKE YOUR LIFE EASIER,730,900,1440813,53,9,0,8,0,1,5.888888888888889,1,1,0.9
v=sPR505L3qUU,29 HACKS FOR AWKWARD MOMENTS || WE'VE ALL BEEN THERE,730,731,8760149,52,10,3,8,0,4,5.2,1,1,-0.6
v=Lvsz20bIjNU,17 DIYS AGAINST STRESS,730,1140,1442528,22,4,0,3,0,1,5.5,1,1,0.0
v=C9XZmwf-nkc,28 QUICK HACKS THAT CAN MAKE YOUR LIFE BETTER,730,1020,3470811,45,9,0,8,0,3,5.0,1,1,0.4166666666666666
v=xqAoloAGlCE,27 EASY MAGIC TRICKS,730,1020,41619303,20,4,0,3,0,0,5.0,1,1,0.4666666666666667
v=qs6Ogtz86e4,25 BEST HACKS FOR YOUR SMARTPHONE,730,407,646806,33,6,0,5,0,2,5.5,1,1,1.0
v=Q8td9yAZ4gE,23 UNUSUAL TRICKS FOR DRAWING,730,1140,3232269,29,5,0,4,0,1,5.8,1,1,0.2
v=tk6rAGbAjBI,22 FANTASTIC CEMENT AND CLAY DIY IDEAS,730,960,376133,38,7,0,6,0,1,5.428571428571429,1,1,0.4
v=AS_GLsOnguA,25 BRILLIANT HACKS FOR EVERY OCCASION,730,960,33008597,37,6,0,5,0,1,6.166666666666667,1,1,0.9
v=I0FbWX5VDKQ,100 HACKS THAT REALLY WORK,730,3720,1488555,26,5,0,4,0,1,5.2,1,1,0.2
v=acsthaqsOLg,25 AMAZING DIY IDEAS FOR YOU,730,1020,2038040,28,6,0,5,0,2,4.666666666666667,1,1,0.6000000000000001
v=VgMMNUjDXE8,27 SIMPLE CLOTHES HACKS YOU SHOULD LEARN,730,892,257228,40,7,0,6,0,2,5.714285714285714,1,1,0.0
v=guxSUgaKnJA,23 CRAZY EASY WINTER HACKS,730,846,438669,26,5,0,4,0,0,5.2,1,1,-0.0833333333333333
v=cswlPkdY-oI,31 WEIRD LIFE HACKS THAT SURPRISINGLY WORK,730,843,930338,42,7,0,6,0,1,6.0,1,1,0.0999999999999999
v=vVTV9Ivyzs0,33 HOLY GRAIL DOLLAR STORE HACKS,730,796,909512,32,6,0,5,0,0,5.333333333333333,1,1,0.0
v=SeaZ5trUNfs,14 COOL SQUISHY IDEAS,730,780,682114,21,4,0,3,0,0,5.25,1,1,0.35
v=sxskHmh1RfQ,23 TIME SAVING COOKING HACKS,730,715,432422,28,5,0,4,0,0,5.6,1,1,0.0
v=5OjwCxYNwNE,24 CRAZY GLUE GUN HACKS,730,1380,402510,23,5,0,4,0,0,4.6,1,1,-0.6
v=sA3fQJqzFFA,25 SIMPLE AND CHEAP HACKS FOR YOUR BEAUTY AND HEALTH,730,1140,19098877,52,10,0,9,0,4,5.2,1,1,0.2
v=hWO0PdDVFnc,29 HACKS NO GIRL SHOULD LIVE WITHOUT,730,850,309220,36,7,0,6,0,2,5.142857142857143,1,1,0.1363636363636363
v=8X21GPSd46I,31 AMAZINGLY CUTE LIFE HACKS WITH WEIRD THINGS,730,772,460115,46,8,0,7,0,1,5.75,1,1,0.0
v=PRtPStbFlAM,35 USEFUL DIY CRAFTS WITH PLASTIC ITEMS,730,1800,2660781,39,7,0,6,0,1,5.571428571428571,1,1,0.3
v=ufRzpmMcLTU,30 HANDY HACKS WITH ORDINARY THINGS,730,1020,316119,35,6,0,5,0,1,5.833333333333333,1,1,0.175
v=UJyyix4mQPs,28 CRAZY FOOD HACKS AND TRICKS,730,960,1905040,30,6,0,5,0,1,5.0,1,1,-0.6
v=TD6Io4ShwOE,100 BEST HACKS FOR YOUR PHONE AND COMPUTER,730,2460,899868,42,8,0,7,0,3,5.25,1,1,1.0
v=HSNQ7Z3pnWE,36 CRAZY LIFE HACKS FOR YOU,730,1020,10435176,27,6,0,5,0,2,4.5,1,1,-0.6
v=Rfj_2e491Lg,25 EMERGENCY LIFE HACKS THAT CAN SAVE YOUR LIFE,730,960,332725,47,9,0,8,0,3,5.222222222222222,1,1,0.0
v=HEvIRq2aaMw,22 GENIUS HACKS TO SAVE YOUR CLOTHES,730,822,469749,36,7,0,6,0,2,5.142857142857143,1,1,0.0
v=05mY3TKPS50,15 CHEAP AND EASY DIY FURNITURE,730,649,562416,31,6,0,5,0,1,5.166666666666667,1,1,0.4166666666666667
v=BA5wfjds1Sg,25 AWESOME KITCHEN HACKS YOU WILL LOVE,730,828,1383248,38,7,0,6,0,2,5.428571428571429,1,1,0.75
v=s3w7VxkzORo,29 HANDY EVERYDAY LIFE HACKS,730,772,7835314,28,5,0,4,0,0,5.6,1,1,0.1999999999999999
v=Fl3hejyqgA8,15 GENIUS ART HACKS AND IDEAS,730,1260,3116177,29,6,0,5,0,1,4.833333333333333,1,1,0.0
v=G6eVlcWT43I,26 COOL HACKS YOU WILL FIND USEFUL,730,900,283093,34,7,0,6,0,2,4.857142857142857,1,1,0.3249999999999999
v=Fj7tgwpZTso,27 UNBELIEVABLE YET EFFECTIVE LIFE HACKS,730,878,2408700,40,6,0,5,0,0,6.666666666666667,1,1,0.175
v=2J_InZS4WqQ,26 SHOCKING HACKS WITH WATER,730,684,11457001,28,5,0,4,0,1,5.6,1,1,-1.0
v=792NZT3S4Lo,29 FLAWLESS GIRLS' HACKS NO MAN SHOULD KNOW,730,1140,502374,43,8,1,7,0,2,5.375,1,1,1.0
v=Vpa2CCBt7-I,26 CRAZY CLOTHING HACKS YOU HAVE TO TRY YOURSELF,730,900,786913,48,9,0,8,0,4,5.333333333333333,1,1,-0.6
v=VVSAFUAmh_g,32 AMAZING DECOR IDEAS FROM SIMPLE THINGS,730,900,13052789,41,7,0,6,0,1,5.857142857142857,1,1,0.3
v=mHCmkZMyqko,23 KITCHEN HACKS TO SPEED UP YOUR COOKING ROUTINE,730,653,3239879,49,9,0,8,0,3,5.444444444444445,1,1,0.0
v=9s6932ZHHH0,24 LIFE HACKS FOR KIDS AND THEIR PARENTS,730,887,2402436,40,8,0,7,0,3,5.0,1,1,0.0
v=0JnD_p70Q-s,19 EXTREMELY DELICIOUS RECIPES TO TRY,730,1020,755833,37,6,0,5,0,1,6.166666666666667,1,1,1.0
v=3XaZEpxVkEQ,22 COOL SAND IDEAS,730,729,314707,18,4,0,3,0,0,4.5,1,1,0.35
v=LnSc_uD9h1k,22 AWESOME CLEANING HACKS,730,572,2387870,25,4,0,3,0,0,6.25,1,1,1.0
v=jeADeycLv7o,21 FLAWLESS BEAUTY TRICKS YOU SHOULD TRY NOW,730,506,1004183,44,8,0,7,0,3,5.5,1,1,1.0
v=zbNxejtap_o,24 INSANELY EASY KITCHEN HACKS TO TRY RIGHT NOW,730,889,556292,47,9,0,8,0,2,5.222222222222222,1,1,0.3595238095238095
v=jLmgQTj2_Kw,15 LIFE HACKS WITH BALLOONS,730,367,269320,27,5,0,4,0,1,5.4,1,1,0.0
v=oocCIXhNJSA,23 TOTALLY EASY MAKEUP TRICKS,730,665,367102,29,5,0,4,0,0,5.8,1,1,0.4333333333333333
v=G5cVvx7P2dk,23 AWESOME COOKING HACKS TO BLOW YOUR MIND,730,1140,595055,42,8,0,7,0,2,5.25,1,1,1.0
v=aanOJbzshB8,21 SMART DRAWING HACKS,730,679,17148494,22,4,0,3,0,0,5.5,1,1,0.2142857142857142
v=HauCBiLiFkc,23 THINGS YOUR BODY IS TRYING TO TELL YOU,730,672,266802,41,9,0,8,0,4,4.555555555555555,1,1,0.0
v=rMis0jdY5LY,25 HACKS TO MAKE YOUR HOME MORE STYLISH,730,542,382264,39,8,0,7,0,3,4.875,1,1,0.5
v=cqN5WkVxAts,22 HACKS FOR COZY HOME,730,960,903897,22,5,0,4,0,1,4.4,1,1,-0.1999999999999999
v=RZ1g-Ax_Brs,21 LIFE HACKS WITH COCA-COLA,730,708,1911267,28,5,1,4,0,1,5.6,1,1,0.0
v=atGTlLYybEE,30 LIFE HACKS TO SPEED UP YOUR BEAUTY ROUTINE,730,900,918503,45,9,0,8,0,3,5.0,1,1,0.0
v=Au3GWkKBK_8,24 GENIUS LIFE-SAVING HACKS,730,788,807142,27,4,1,3,0,0,6.75,1,1,0.0
v=5flozCsMnlg,26 SHOCKING FOOD HACKS YOU HAD TO KNOW EARLIER,730,756,5447592,46,9,0,8,0,3,5.111111111111111,1,1,-0.5
v=Ok6a-k45NO4,24 EASY DIYs TO MAKE IN NO TIME,730,1140,6299540,31,8,0,6,0,3,3.875,1,1,0.4333333333333333
v=RmWoQ0eW7-E,27 CRAZY MAKEUP HACKS,730,570,629248,21,4,0,3,0,0,5.25,1,1,-0.6
v=P699uUbiGEk,25 AMAZING TRICKS WITH ORDINARY THINGS,730,551,4429926,38,6,0,5,0,1,6.333333333333333,1,1,0.175
v=x-gZsdxOIwA,21 EASY LIFE HACKS FOR PERFECT MAKEUP,730,565,6051969,37,7,0,6,0,1,5.285714285714286,1,1,0.7166666666666667
v=UIacTn0JRk4,18 UNBELIEVABLE PHONE HACKS,730,506,475831,27,4,0,3,0,0,6.75,1,1,-0.25
v=VKAmX_hOfNg,33 CRAZY RECYCLING HACKS,730,594,2106059,24,4,0,3,0,0,6.0,1,1,-0.6
v=AgrK7xYIERc,16 GENIUS KITCHEN HACKS,730,437,1064799,23,4,0,3,0,0,5.75,1,1,0.0
v=pJ5CcrOurL4,24 ULTIMATE MAKEUP TIPS ARE TRENDING RIGHT NOW,730,900,651179,46,8,0,7,0,2,5.75,1,1,0.1428571428571428
v=OFoawo5gvdE,22 AMAZING CLOTHING HACKS,730,715,792073,25,4,0,3,0,0,6.25,1,1,0.6000000000000001
v=0g5N1v5c63w,35 HANDY TRICKS TO OPEN ANYTHING AROUND YOU,730,430,434687,43,8,0,7,0,2,5.375,1,1,0.3
v=jLqnm2po8jE,11 CRAFTING LIFE HACKS,730,479,302780,22,4,0,3,0,0,5.5,1,1,0.0
v=MIclj7YwGLE,22 BRILLIANT GADGET HACKS YOUR NEEDED TO KNOW EARLIER,730,960,1234178,53,9,0,8,0,2,5.888888888888889,1,1,0.45
v=uVRCtrfP-bg,23 EASY MAKEUP HACKS YOU HAVE TO TRY,730,886,9301094,36,8,0,7,0,3,4.5,1,1,0.4333333333333333
v=-yTtLvRvfe8,17 CRAZY GENIUS CLOTHING HACKS,730,473,571663,30,5,0,4,0,0,6.0,1,1,-0.6
v=DKOijwdqNkM,16 COLORFUL DIY CRAFTS THAT WILL BRIGHTEN YOUR ROUTINE,730,897,2962413,54,9,0,8,0,3,6.0,1,1,0.3
v=zSxJG0LiM-4,27 AWESOME HACKS YOU WISHED YOU'D KNOWN SOONER,730,764,6596900,46,8,1,7,0,2,5.75,1,1,1.0
v=NT6_6cL1aiI,22 CRAZY HACKS FOR YOUR HOME,730,870,2899945,28,6,0,5,0,2,4.666666666666667,1,1,-0.6
v=SM09xBpioYY,31 SMARTPHONE HACKS YOU WILL LOVE,730,599,891778,33,6,0,5,0,2,5.5,1,1,0.5
v=8ysTwaqdXJQ,28 FANTASTIC FOOD HACKS,730,960,9561593,23,4,0,3,0,0,5.75,1,1,0.4
v=YBGszSSShzc,18 QUICK AND USEFUL MAKEUP TIPS,730,379,550477,31,6,0,5,0,1,5.166666666666667,1,1,0.3166666666666666
v=uKNHYd9TRFg,22 LAST-MINUTE NEW YEAR IDEAS,730,1080,492424,29,5,1,4,0,0,5.8,1,1,0.1363636363636363
v=u-g-aUKVFIc,21 TIME-SAVING COMPUTER LIFE HACKS WE WISH WE LEARNED SOONER,730,764,2057966,60,10,1,9,0,2,6.0,1,1,0.0
v=ovC1oiO2-Ts,30 RECYCLING IDEAS TO SAVE YOUR MONEY,730,822,537424,37,7,0,6,0,2,5.285714285714286,1,1,0.0
v=5DkN0S6SxJ0,29 COOL KITCHEN HACKS YOU HAVE TO TRY,730,694,2164367,37,8,0,7,0,3,4.625,1,1,0.35
v=DsQmIQUUFIo,29 EASY WAYS TO SERVE FOOD LIKE A CHEF,730,1140,1661761,38,9,0,8,0,2,4.222222222222222,1,1,0.4333333333333333
v=DheFGOS5Xc4,35 PHOTO TRICKS THAT WILL TAKE YOUR PICTURES TO THE NEXT LEVEL,730,741,1323583,62,12,0,11,0,5,5.166666666666667,1,1,0.0
v=ulci9svDvEg,25 BRILLIANT TIPS FOR EXTREME SITUATIONS,730,900,749380,40,6,0,5,0,1,6.666666666666667,1,1,0.3875
v=SFG84T7oM_0,28 GADGET HACKS THAT ARE HARD TO BELIEVE,730,767,11367374,40,8,0,7,0,3,5.0,1,1,-0.2916666666666667
v=W-ojCzm_PNs,32 LIFE-SAVING HACKS FOR ANY OCCASION,730,1020,363203,37,6,1,5,0,2,6.166666666666667,1,1,0.0
v=3jcKktdXytY,22 LIFE HACKS TO LOOK BETTER IN PICTURES,730,750,380276,40,8,0,7,0,2,5.0,1,1,0.5
v=NxaCyoXxePk,27 CRAZY HACKS FOR GIRLS,730,616,20126677,24,5,0,4,0,1,4.8,1,1,-0.6
v=JAFTFfcqln0,23 MIND-BLOWING MAGIC TRICKS EVERYONE CAN DO,730,537,1795024,44,7,1,6,0,2,6.285714285714286,1,1,0.5
v=JVX5gCYnhdk,29 CLEVER HACKS FOR ANY OCCASION,730,700,3971602,32,6,0,5,0,2,5.333333333333333,1,1,0.1666666666666666
v=v3Gf2nbE444,19 BRILLIANT REPAIR AND DECOR HACKS FOR YOUR HOUSE,730,1080,7152461,50,9,0,8,0,3,5.555555555555555,1,1,0.9
v=Z2qLa1x22YQ,26 PRICELESS HACKS FOR GIRLS,730,863,347553,28,5,0,4,0,1,5.6,1,1,1.0
v=gY3IekYSSXY,24 GENIUS GADGET HACKS TO SAVE YOUR TIME AND MONEY,730,624,665119,50,10,0,9,0,3,5.0,1,1,0.0
v=lLJt4tYOTSk,"40 LAST MINUTE NEW YEAR DIY IDEAS RECIPES, DECORATIONS AND GIFTS",730,1920,4201791,64,11,1,10,0,1,5.818181818181818,1,1,0.0681818181818181
v=k59MxZJEtIg,21 CLEVER HACKS THAT WILL CHANGE YOUR LIFE,730,766,11845750,42,8,0,7,0,3,5.25,1,1,0.1666666666666666
v=Xwsp8Z2LOTE,21 HACKS TO MAKE YOU FASTER IN CLEANING,730,661,547951,39,8,0,7,0,3,4.875,1,1,0.0
v=xB1dWa-L7Mo,23 LIFE HACKS TO MAKE YOU LOOK FLAWLESS,730,1140,3363769,39,8,0,7,0,2,4.875,1,1,1.0
v=1SP3gBXNYvI,23 SWEET DESSERT IDEAS,730,900,846228,22,4,0,3,0,0,5.5,1,1,0.35
v=eWU7z6drQps,15 INTERESTING HACKS FOR YOUR SMARTPHONE,730,518,2887271,40,6,0,5,0,2,6.666666666666667,1,1,0.5
v=zQmkYIMHgnw,20 CREATIVE LIFE HACKS FOR EVERY OCCASION,730,900,333490,41,7,0,6,0,1,5.857142857142857,1,1,0.5
v=MtG8Z0B87Fk,22 WEIRD LIFE HACKS THAT SURPRISINGLY WORK,730,705,1759046,42,7,0,6,0,1,6.0,1,1,0.0999999999999999
v=ydmfufcojBo,29 COLORFUL HACKS YOU'VE ALWAYS WANTED TO SEE,730,832,649554,45,8,1,7,0,2,5.625,1,1,0.3
v=Kr_pZ-ucpjk,26 CHEAP AND GENIUS DIY DECOR IDEAS TO MAKE IN A MINUTE,730,1260,3366364,55,12,0,11,0,4,4.583333333333333,1,1,0.4
v=mVTUdeEmT9M,22 GIRLY TRICKS FOR A PERFECT LOOK,730,782,543163,34,7,0,6,0,2,4.857142857142857,1,1,1.0
v=64dY2wPdRM0,26 LOVELY DIY POP UP CARDS,730,1200,4821773,26,6,0,5,0,1,4.333333333333333,1,1,0.5
v=OrGlNJszy0Y,22 AMAZING HACKS WITH FOOD TO MAKE YOU SMILE,730,900,7800614,44,9,0,8,0,3,4.888888888888889,1,1,0.45
v=3Hy80jQBMOY,24 COOL SCHOOL HACKS EVERY STUDENT SHOULD KNOW,730,824,6065706,46,8,0,7,0,1,5.75,1,1,0.35
v=2sC-kXOhLX0,23 FUN WAYS TO FOLD THE PERFECT HOLIDAY NAPKIN,730,625,809195,46,9,0,8,0,2,5.111111111111111,1,1,0.65
v=fanb6T6Jtvs,23 GAME-CHANGING BEAUTY HACKS TO SIMPLIFY YOUR LIFE,730,1020,446430,51,8,1,7,0,2,6.375,1,1,0.0
v=qCt5rC1E_cg,22 GENIUS DIY PHONE HACKS YOU MUST TRY,730,807,649262,38,8,0,7,0,1,4.75,1,1,0.0
v=ybQSKyW_3RI,25 CLEVER LIFE HACKS FOR ANY KIND OF TROUBLE,730,717,1510507,44,9,0,8,0,3,4.888888888888889,1,1,0.1888888888888888
v=BtfPENQ3eb0,20 BODY HACKS TO MAKE YOUR LIFE SIMPLER,730,872,1099469,39,8,0,7,0,2,4.875,1,1,0.0
v=XS4pZR8uAOQ,25 BEAUTY TRICKS WITH TOOTHPASTE THAT WILL MAKE YOU SAY WOW,730,713,18670731,59,11,0,10,0,4,5.363636363636363,1,1,0.1
v=UiKiwfoPC5Q,23 GENIUS CHRISTMAS TREE HACKS,730,844,12802844,30,5,0,4,0,0,6.0,1,1,0.0
v=xt5D-G8HH4A,22 AWESOME LIFE HACKS TO MAKE YOUR DAY BETTER,730,717,8787017,45,9,0,8,0,2,5.0,1,1,0.75
v=gtx214R9FTg,20 FOODS YOU SHOULD STOP EATING NOW,730,866,342198,35,7,0,6,0,3,5.0,1,1,0.0
v=dOzeNfwVYXk,23 EASY EXPERIMENTS YOU CAN DO RIGHT NOW,730,852,574254,40,8,0,7,0,4,5.0,1,1,0.3595238095238095
v=n4EVZ9snPbg,30 ULTIMATE GLUE GUN HACKS FOR THE WHOLE FAMILY,730,736,7667334,47,9,0,8,0,2,5.222222222222222,1,1,0.1
v=cwcubdsVtZc,24 CRAZY DIY IDEAS MAGNETS || EASY HOME EXPERIMENT,730,677,3550688,50,9,2,7,0,0,5.555555555555555,1,1,-0.0833333333333333
v=g_mBO80q__4,22 UNBELIEVABLE TOOTHPASTE HACKS,730,660,343333,32,4,0,3,0,0,8.0,1,1,-0.25
v=pN-33zOAg2E,22 LIFE SAVING HACKS YOU DIDN’T KNOW YOU NEEDED,730,729,504813,47,9,0,8,0,2,5.222222222222222,1,1,0.0
v=ju-ZkelrOvU,35 FLAWLESS SKINCARE HACKS THAT WILL MAKE YOU SHINE,730,857,890003,51,9,0,8,0,3,5.666666666666667,1,1,1.0
v=pFyMqRJRvUQ,21 WONDERFUL DIYS WITH CRAYONS,730,496,15392891,30,5,0,4,0,1,6.0,1,1,1.0
v=sXgUK2cHDQc,25 LAUNDRY MISTAKES YOU MAKE,730,490,610431,28,5,0,4,0,1,5.6,1,1,0.0
v=X7Dv3AgXlYk,26 CRAZY SCHOOL HACKS AND IDEAS,730,827,1498502,31,6,0,5,0,1,5.166666666666667,1,1,-0.6
v=Xceu8651Pc0,27 AWESOME CRAFTING HACKS YOU CAN MAKE UNDER 5 MINUTES,730,1080,5391305,54,10,0,8,0,3,5.4,1,1,1.0
v=xe76yrw2pqE,HOHOHO 100 MAGICAL CHRISTMAS CRAFTS COMPILATION,730,2520,1457189,47,6,0,5,0,0,7.833333333333333,1,0,0.5
v=DnuypXu8HVw,26 CHEAP AND BRILLIANT HOME HACKS,730,696,7011839,33,6,0,5,0,1,5.5,1,1,0.65
v=gG5D9zDHVo8,23 COOKING DIYs YOU'VE NEVER DREAMT OF,730,709,424556,38,7,1,5,0,2,5.428571428571429,1,1,0.0
v=zUDuhSCQgDM,16 AWESOME AND SIMPLE COOKING HACKS,730,799,694056,35,6,0,5,0,1,5.833333333333333,1,1,0.5
v=MB6RimEBy-I,26 CRAFTING LIFE HACKS,730,1500,19102996,22,4,0,3,0,0,5.5,1,1,0.0
v=09Z9Nh5RmmE,24 LIFE HACKS FOR FRUITS,730,1020,2697193,24,5,0,4,0,1,4.8,1,1,0.0
v=zJCH5pzTs0E,33 FUN AND EASY PAPER CARDS TO SURPRISE YOUR FRIENDS,730,1500,1302341,52,10,0,9,0,3,5.2,1,1,0.3666666666666667
v=MC9XoV4QWcw,26 EASY HOUSEHOLD TIPS YOU'VE NEVER THOUGHT ABOUT,730,900,4015896,49,8,1,7,0,2,6.125,1,1,0.4333333333333333
v=gb4I3Dt-68s,HOHOHO 100 MAGICAL CHRISTMAS CRAFTS COMPILATION,730,239,560973,47,6,0,5,0,0,7.833333333333333,1,0,0.5
v=y3m9oDYXeMY,22 EXCITING DIYS TO HAVE FUN,730,618,9247081,28,6,0,5,0,2,4.666666666666667,1,1,0.3
v=FjNFKigk3Ps,12 KITCHEN HACKS TO SAVE THE DAY,730,700,754713,32,7,0,6,0,2,4.571428571428571,1,1,0.0
v=A3iGCcRqYHQ,21 WINTER CAR HACKS THAT WILL SAVE YOUR TIME,730,705,325062,44,9,0,8,0,3,4.888888888888889,1,1,0.0
v=IFzlNj-YUAc,22 SMART THINGS YOU NEED TO KNOW ABOUT,730,655,727802,38,8,0,7,0,3,4.75,1,1,0.2142857142857142
v=IuNoPpTZpZ0,23 COOL FOOD HACKS,730,900,564228,18,4,0,3,0,0,4.5,1,1,0.35
